task_lang,transfer_lang,bleu
sr,ja,2.1297607788690565
uz,ja,2.02394556368216
eo,ja,1.8302086217612472
dz,ja,1.52771651626395
xh,ja,1.4768111057723952
az,ja,1.4341362647807985
is,ja,1.3738581160664165
am,ja,1.0524197548574188
tg,ja,0.8287376137851639
tt,ja,0.6136270839897057
ka,ja,0.5184271052328323
ug,ja,0.1483581967063975
ha,ja,0.1294791985499469
gd,ko,27.79562362314742
tk,ko,18.65053124065185
ko,ko,15.51663555003411
fr,ko,11.235665043718877
li,ko,11.04288104906072
zu,ko,10.667929528491328
gu,ko,10.424542606370858
ru,ko,10.251225891728076
nb,ko,10.05721746775151
uk,ko,9.634495115472683
ro,ko,9.535973966509436
de,ko,9.439505870236015
el,ko,9.125624274379886
be,ko,8.570558590358525
he,ko,8.479224606708078
ig,ko,8.231106535376782
kk,ko,8.194504152079972
te,ko,8.154639234778088
nn,ko,7.860467461190834
oc,ko,7.670681995209838
nl,ko,7.34384790631243
ml,ko,7.208179003636911
kn,ko,6.758304696481999
mt,ko,6.40795618317634
zh,ko,6.347968758377536
ja,ko,5.964620517423268
km,ko,5.709252919433788
mk,ko,5.63750149572615
lv,ko,5.457187106258777
se,ko,5.451680608232122
da,ko,5.446585684984199
bg,ko,5.317219977213589
it,ko,5.243147220414394
id,ko,5.201573168943646
yo,ko,5.177836208610758
ms,ko,5.163337044897388
pa,ko,5.030063851966259
ca,ko,5.023355484088556
et,ko,4.9981475875082655
sq,ko,4.970394453264666
vi,ko,4.801282597805384
hu,ko,4.751756641171229
cs,ko,4.70636605807406
hi,ko,4.661484394818476
ar,ko,4.634987716747961
sh,ko,4.615508157032909
mg,ko,4.611372168404574
th,ko,4.495730116663431
pt,ko,4.405640582778576
si,ko,4.325768462684341
tr,ko,4.280859574122331
lt,ko,4.230219693330825
ga,ko,4.194476774806973
no,ko,4.120899087158265
af,ko,4.120266158708414
es,ko,4.099945082187368
mr,ko,4.07413364935974
my,ko,4.039149391599759
sv,ko,3.993532933736341
hy,ko,3.9238709141316046
bn,ko,3.8459896231496655
cy,ko,3.827121180968269
sk,ko,3.658612363182832
fy,ko,3.6312164396211695
ky,ko,3.610667414938395
ta,ko,3.5667544991409303
pl,ko,3.551688200110063
fa,ko,3.3417652940974865
as,ko,3.2532788833735427
ne,ko,3.248593992065905
ur,ko,3.2075641952444656
fi,ko,2.9443887037986998
br,ko,2.8393663371965605
hr,ko,2.588204275221435
gl,ko,2.579863507815644
bs,ko,2.206578077405326
sl,ko,2.083604103251764
eu,ko,2.080193312733155
sr,ko,1.9400920133208344
or,ko,1.8946123880143069
uz,ko,1.793332239282255
xh,ko,1.6826693845398395
is,ko,1.4838506644986014
eo,ko,1.376290223736334
wa,ko,1.3698414330342816
an,ko,1.2596568023097976
ku,ko,1.207409799261451
az,ko,1.142490202053525
rw,ko,1.092122781107173
mn,ko,0.964467629048642
am,ko,0.945850110638028
tg,ko,0.8861457668009075
ps,ko,0.8349121747189139
dz,ko,0.7943895628095573
tt,ko,0.532533382640713
yi,ko,0.3998948670035457
ka,ko,0.3077120764766166
ha,ko,0.1449695227703134
ug,ko,0.1158392174495099
gd,lt,57.88215540350752
lt,lt,42.82618348357
tk,lt,20.4821915621371
ig,lt,18.61220899123935
et,lt,17.388495771301447
ky,lt,13.008908533016148
de,lt,12.879290715487857
yo,lt,12.308905078704312
zu,lt,12.122960240934969
lv,lt,11.681464574032873
mt,lt,9.079610340996735
fy,lt,9.0669805739326
zh,lt,8.845766776018728
cs,lt,8.494315312549528
cy,lt,8.460759168626439
ru,lt,8.44035505275447
ro,lt,8.361333755645523
af,lt,7.977569071394472
li,lt,7.975819639075491
nb,lt,7.840519865005585
dz,lt,7.575446474361397
nn,lt,7.25220891587862
oc,lt,6.637089289889191
sh,lt,6.615608564871259
kk,lt,6.540805764755513
it,lt,5.945556513737869
ga,lt,5.791545317683861
or,lt,5.691790110182034
fr,lt,5.678404249500977
be,lt,5.630658457262708
as,lt,5.578465020939614
sq,lt,5.468804601063635
sk,lt,5.3158621778379205
mk,lt,5.2976895533154105
wa,lt,5.1589651676487485
gu,lt,5.120990546232488
br,lt,4.983709791456189
mg,lt,4.960780611516851
id,lt,4.938646838569582
ne,lt,4.904671269859916
ms,lt,4.854591551032168
vi,lt,4.493592898771296
pt,lt,4.465405880149789
ca,lt,4.420295303563283
uk,lt,4.350641986138159
nl,lt,4.211598332689229
da,lt,3.920894775997727
es,lt,3.8812352012847686
hu,lt,3.789956165768261
pl,lt,3.784458750258737
sl,lt,3.75592076585836
he,lt,3.646323015076038
bg,lt,3.501740422392074
an,lt,3.495232016245637
sv,lt,3.3132469739069115
hr,lt,3.222912525978637
eo,lt,3.2053041402712683
fi,lt,3.201104332030265
th,lt,3.137532974268821
el,lt,3.130999706401941
gl,lt,3.055559401398137
mn,lt,3.0226129780124715
ps,lt,2.9621408181937494
km,lt,2.943813836242453
tr,lt,2.8735275290187268
ta,lt,2.724449429663592
ku,lt,2.660944977803497
bs,lt,2.6055139103963034
xh,lt,2.448232299187419
eu,lt,2.435810911653896
rw,lt,2.4047754441684246
sr,lt,2.3966706875540105
te,lt,2.337128442332856
ar,lt,2.1962097703572927
ko,lt,2.1791246126995785
no,lt,2.153523125671365
my,lt,2.0565986463274024
si,lt,2.033886135877512
kn,lt,2.028585197076162
pa,lt,1.7631557934829527
hy,lt,1.7549987403639802
yi,lt,1.7342613805795049
se,lt,1.66302713608491
hi,lt,1.6627483809696568
bn,lt,1.6529516549205705
mr,lt,1.6492885455692643
ja,lt,1.571399715167288
ml,lt,1.5709532113447988
is,lt,1.4418404455360965
uz,lt,1.3901893224467228
fa,lt,1.0050113893551982
tg,lt,0.8859113721689758
ur,lt,0.356778916410258
az,lt,0.3344001299341512
tt,lt,0.2979759697811707
am,lt,0.2557803972242186
ha,lt,0.1653607748401291
ka,lt,0.1072650416759642
ug,lt,0.1051077718562222
gd,lv,51.31579736331515
lv,lv,46.84145890614013
tk,lv,20.552068955228474
lt,lv,15.74707106036278
de,lv,13.244083907322327
zu,lv,12.20526067246452
ig,lv,11.575468775149256
et,lv,10.4855415612905
cs,lv,9.207954053919613
ru,lv,8.655565803926587
mt,lv,8.613111210134331
kk,lv,8.463501692222387
ro,lv,8.016549841898494
li,lv,7.962184714312341
dz,lv,7.892775258118324
nb,lv,7.634337697757133
af,lv,7.1064861705983065
gu,lv,7.017458578141267
nn,lv,6.9861258001651
oc,lv,6.760887132997942
sh,lv,6.71034235656338
zh,lv,6.667848361332668
it,lv,6.042044873461138
yo,lv,5.961409154135314
ky,lv,5.786884077704057
fr,lv,5.748515542567947
ga,lv,5.569883187699491
sk,lv,5.3173114082916095
be,lv,5.315388556996961
sq,lv,5.30297308356922
cy,lv,5.130650195147484
mg,lv,5.118853242551187
id,lv,4.844841815463439
se,lv,4.757177957861101
pt,lv,4.580289931124412
nl,lv,4.473074513715893
vi,lv,4.439325439017927
ca,lv,4.392980928278275
uk,lv,4.103672634173913
da,lv,3.995834394506789
pl,lv,3.8775153161361455
hu,lv,3.852500534843848
es,lv,3.8184473900949127
ms,lv,3.7134332159946783
mk,lv,3.629830761163477
el,lv,3.560963850752676
sl,lv,3.5253108018567807
fy,lv,3.349280118601054
sv,lv,3.3223069914973644
br,lv,3.2158407139343463
bg,lv,3.164390202439049
km,lv,3.147618319372667
wa,lv,3.141470051149756
he,lv,3.130621953044604
hr,lv,3.12267638308053
ko,lv,3.0366960154861147
pa,lv,3.0323873145476985
or,lv,2.8754323830164163
as,lv,2.7832502486021373
gl,lv,2.767443843478481
fi,lv,2.7240592271096413
bs,lv,2.6691434679720083
tr,lv,2.639629225032388
ne,lv,2.616272035095431
sr,lv,2.500611343134666
kn,lv,2.455361312998177
rw,lv,2.438325225799035
my,lv,2.389010636004593
eu,lv,2.3884740743220307
yi,lv,2.362688873159239
ar,lv,2.288045503513417
eo,lv,2.2413175623749955
no,lv,2.207459812162249
te,lv,2.1988376884510163
hy,lv,2.1805422636801373
xh,lv,2.1470599398553016
th,lv,2.1055233690603266
ku,lv,1.893820052308646
an,lv,1.744359522620875
hi,lv,1.7250202316547931
mr,lv,1.7188960343673487
ta,lv,1.5117353135187566
mn,lv,1.4561014649341484
ja,lv,1.4344340073406927
si,lv,1.4120078275734609
uz,lv,1.378978631905578
bn,lv,1.327495998912212
is,lv,1.161359016279302
ml,lv,1.1426612574864004
ps,lv,1.0813385084447442
fa,lv,0.9616868516768464
tg,lv,0.7378819522298431
ur,lv,0.4833436625752474
az,lv,0.3728288921821775
ka,lv,0.1861184702338194
am,lv,0.1547573049193114
ug,lv,0.1054088457685168
tt,lv,0.0876586194214182
ha,lv,0.077137300304329
gd,ms,41.72280794505688
id,ms,31.3221649516836
ms,ms,29.798827324681163
tk,ms,16.78666389555208
ky,ms,16.156516642814648
ig,ms,15.524860683866285
de,ms,12.661238866318763
ru,ms,11.671497412264175
zu,ms,11.373488079584618
fy,ms,11.346101054513843
af,ms,10.241181092510107
yo,ms,9.801469742301345
nb,ms,9.364894143190984
nn,ms,9.236515199484584
et,ms,9.225950033815192
cy,ms,8.873914865916973
gu,ms,8.812219018066127
km,ms,8.272960216500502
el,ms,8.178849846787665
be,ms,8.105809425197936
li,ms,8.000400391504343
th,ms,7.832582214564768
kk,ms,7.824183224829818
ro,ms,7.787565544318313
oc,ms,7.629703435114929
wa,ms,7.591190412394859
ps,ms,7.570103056422614
mt,ms,7.558901754733368
ne,ms,7.376534147579652
he,ms,7.356636833126409
cs,ms,7.32212588786656
as,ms,7.102831526100972
yi,ms,7.014624865453036
pa,ms,6.140754861178008
uk,ms,6.099951285025624
br,ms,5.913341864626305
lv,ms,5.886724025107251
zh,ms,5.627723504159719
dz,ms,5.58532194134424
nl,ms,5.538468958028902
se,ms,5.518466127448013
es,ms,5.402179444483615
it,ms,5.178302330068089
mk,ms,5.14736479832478
fr,ms,5.058180180565095
sq,ms,5.014605754298315
sh,ms,5.001141691103569
bg,ms,4.952231093165488
lt,ms,4.944703462561929
da,ms,4.889948581007343
sk,ms,4.810694949927653
ga,ms,4.702251927501609
ta,ms,4.698053997726973
mn,ms,4.525177958325898
or,ms,4.423539953496206
ar,ms,4.414094630983931
pt,ms,4.406157955091544
ca,ms,4.38115181254742
kn,ms,4.378982258009269
an,ms,4.230009633619006
mg,ms,4.14960660195729
vi,ms,4.13545407747653
my,ms,3.967587121419743
te,ms,3.941603121962456
hu,ms,3.796544602727057
sv,ms,3.7666061669358353
no,ms,3.7555393357151097
fi,ms,3.367767707032908
pl,ms,3.3571562330424585
tr,ms,3.334184982882929
gl,ms,3.064368721355914
ko,ms,3.063714075541942
si,ms,2.972608993411558
ku,ms,2.9021619276815467
hr,ms,2.72702396733602
hy,ms,2.725650693344548
fa,ms,2.657503251493331
sl,ms,2.653053655169335
hi,ms,2.600088894125847
eu,ms,2.57576514770135
bn,ms,2.536334432747674
ml,ms,2.5178520306729544
xh,ms,2.312692444480981
bs,ms,2.112194680015977
sr,ms,2.0863255768430453
eo,ms,2.021253513948549
rw,ms,1.9286728539929727
mr,ms,1.7843506929694384
uz,ms,1.5392173303304657
is,ms,1.456386530390429
tg,ms,1.1528645358551437
az,ms,0.9333071980917368
ja,ms,0.9139634460817958
am,ms,0.5259542876570157
ur,ms,0.3625006932859333
ka,ms,0.2579546576279412
ha,ms,0.1914381429412005
tt,ms,0.1830677037795585
ug,ms,0.0048276145064406
gd,nl,59.76896799737335
nl,nl,31.11280688539868
af,nl,22.49120285940933
tk,nl,21.24473016390093
ig,nl,18.68650967864046
ky,nl,15.243563906296965
de,nl,13.73868806821548
yo,nl,12.948834401286932
zu,nl,12.806587942999624
fy,nl,12.632364294081343
li,nl,11.834018562641557
be,nl,9.778441707887728
et,nl,9.288151973185627
cy,nl,8.953394220632946
mt,nl,8.906497661485808
nb,nl,8.526492081135157
cs,nl,8.407309754288464
dz,nl,8.13710119173814
kk,nl,8.122245723370815
ro,nl,8.121183664510689
as,nl,7.715294066253481
gu,nl,7.261144677050442
nn,nl,7.240977073109187
ne,nl,7.179611780655153
or,nl,6.930035245252969
wa,nl,6.513771949896915
ru,nl,6.322001222349802
it,nl,6.153939973987705
oc,nl,6.031129396224881
sh,nl,6.02921089045037
br,nl,6.0242505758357545
fr,nl,5.941165831488728
lv,nl,5.678386840579835
sq,nl,5.394824120706396
vi,nl,5.380739821871696
mg,nl,5.218455393476387
ga,nl,5.2179554781880215
lt,nl,5.188361372146324
sk,nl,4.92553520188283
ps,nl,4.849840060096591
se,nl,4.761804994056482
id,nl,4.695682819486008
ms,nl,4.55633547659366
pt,nl,4.542729049603749
da,nl,4.411798538062532
ca,nl,4.385418054294541
es,nl,4.0475872397999
pa,nl,3.928955157730646
hu,nl,3.784141193385119
mn,nl,3.7833584337415065
an,nl,3.704788255758263
sv,nl,3.5870881704162247
km,nl,3.542071601623055
sl,nl,3.3952517766434025
zh,nl,3.100857784336009
my,nl,2.99597892286349
gl,nl,2.9244409752201244
pl,nl,2.894521121425801
ta,nl,2.8685605154506173
hr,nl,2.7928996200441616
rw,nl,2.7722951654192003
el,nl,2.749064296071024
yi,nl,2.664530746375389
ku,nl,2.644542145813397
mk,nl,2.6426342035094987
fi,nl,2.6305618107928006
xh,nl,2.616306341847856
no,nl,2.608728036222862
tr,nl,2.604741681292166
bg,nl,2.5747501981066128
kn,nl,2.5458747495755683
uk,nl,2.473714730952989
eu,nl,2.393498510791286
ar,nl,2.360961592253965
mr,nl,2.2914276680554844
bs,nl,2.252586630288277
sr,nl,2.033015713540135
eo,nl,1.88603132133356
he,nl,1.8635923999906137
te,nl,1.717846436066626
th,nl,1.5939673061189152
ko,nl,1.569685005347204
hi,nl,1.5613769756826126
uz,nl,1.455333955386169
is,nl,1.368592192327752
bn,nl,1.330493594289074
hy,nl,1.3180445427059289
fa,nl,1.1036806461777464
ml,nl,0.8697915465415212
si,nl,0.843358321535951
ja,nl,0.7977234792980563
tg,nl,0.7583602360457748
ur,nl,0.5162703902970186
ka,nl,0.364903131983903
am,nl,0.3168972528922416
az,nl,0.305955259038072
ha,nl,0.1515906915144189
ug,nl,0.1136871860438676
tt,nl,0.0788038992776411
gd,sk,59.062676284169726
sk,sk,37.27481414291155
cs,sk,26.62864738455812
tk,sk,19.93331829914601
ro,sk,15.426977534409446
ru,sk,13.838372628530692
pl,sk,13.5817955105969
ig,sk,13.389718631577876
de,sk,13.004607277577945
zu,sk,12.10573974392834
uk,sk,10.92498836089031
sh,sk,10.609377149611882
et,sk,9.36233328663648
mt,sk,8.971807246723246
fy,sk,8.678052774463183
be,sk,8.563896272283564
nb,sk,8.388136428055375
sl,sk,8.347096209785995
af,sk,8.305539811155262
bs,sk,8.18854018805586
hr,sk,8.095496166508891
cy,sk,8.026594215914837
kk,sk,8.025108959691565
sr,sk,7.850159481668033
li,sk,7.619479670448743
bg,sk,7.568385627979694
nn,sk,7.427762465079239
dz,sk,6.850349876015164
ky,sk,6.586488546212348
lv,sk,6.355702278770073
oc,sk,6.212895833468936
fr,sk,6.135029216798075
it,sk,5.9224532939663055
sq,sk,5.698520499023543
mk,sk,5.491970059377227
lt,sk,5.415872716572036
ga,sk,5.360649220028318
br,sk,5.17903614374748
gu,sk,5.052333173193646
vi,sk,4.848580930562584
id,sk,4.831886915245964
ms,sk,4.772134347407524
wa,sk,4.7628493002627525
pt,sk,4.545570605220577
he,sk,4.48418153608605
mg,sk,4.474990060234133
hu,sk,4.42295498497415
zh,sk,4.411882299809387
da,sk,4.272276059260009
ca,sk,4.212719914146475
or,sk,4.08420113873141
nl,sk,4.072165000253492
es,sk,4.043706481154653
el,sk,3.924326733524228
km,sk,3.80532841969209
sv,sk,3.593350058027731
ne,sk,3.4756184471317724
mn,sk,3.4537545769061846
as,sk,3.432559510116116
yo,sk,3.317215775337187
an,sk,3.134724315648198
gl,sk,2.9941145684845014
ta,sk,2.874074491585544
fi,sk,2.808596030783546
tr,sk,2.714651370318508
se,sk,2.706031194896504
xh,sk,2.6223009116375544
ku,sk,2.421453373733533
eo,sk,2.3695450750746985
eu,sk,2.3146782401493864
pa,sk,2.288855625258594
bn,sk,2.2176106525589474
rw,sk,2.1890243310789352
no,sk,2.1461906079473683
kn,sk,2.122500385753015
my,sk,1.946952694575384
te,sk,1.81406185381408
hy,sk,1.7146196595865275
ml,sk,1.65522606189697
mr,sk,1.4810104084627869
uz,sk,1.4755171080268117
hi,sk,1.4521531986979808
ar,sk,1.42018368779411
th,sk,1.369252411986373
ko,sk,1.3660798240261085
is,sk,1.3534402860039871
si,sk,1.0784258305386247
ps,sk,0.9268692602115376
fa,sk,0.8123631245416247
tg,sk,0.7896295136039062
ja,sk,0.6023586062890183
ur,sk,0.3433138001708463
ka,sk,0.3261139290964572
am,sk,0.3257500099314026
az,sk,0.2876551267109761
yi,sk,0.2659032541073513
ha,sk,0.1632014357438297
tt,sk,0.0737094158020452
ug,sk,0.0729717302839608
gd,sl,56.70788568280105
sl,sl,26.61662509901864
sh,sl,22.51105842449844
sk,sl,20.52123769656755
ig,sl,18.65893389343409
tk,sl,17.463058756864783
cs,sl,15.629104913363951
ky,sl,13.168206978040626
hr,sl,12.942010869580988
bs,sl,12.20662882766932
de,sl,12.119894693036729
zu,sl,11.644793764165131
sr,sl,11.607712994752394
ru,sl,10.205539044611358
yo,sl,9.721107443180868
et,sl,9.241798818384986
mt,sl,9.029241044260184
bg,sl,8.872126666215438
be,sl,8.67420361962101
as,sl,8.273327385509042
kk,sl,8.199730139780932
fy,sl,8.140404194652746
nb,sl,8.046390357036307
li,sl,7.918954254518806
af,sl,7.897681916458252
ro,sl,7.755428055119041
dz,sl,7.576462256439465
mk,sl,7.559113541688075
pl,sl,7.444331463147725
cy,sl,7.415809468582309
wa,sl,6.640208817151012
ne,sl,6.542998675161159
or,sl,6.3355355993466205
lv,sl,6.250842550003728
uk,sl,6.221833378379656
nn,sl,6.007801017730348
oc,sl,5.918675274638984
gu,sl,5.862044200521984
lt,sl,5.858325828743068
fr,sl,5.777231995619063
it,sl,5.444380329538743
br,sl,5.286389693670953
sq,sl,5.2670495127186525
ga,sl,5.103572103931101
id,sl,4.8492243992739565
mg,sl,4.660112795755835
ms,sl,4.609557279544358
pt,sl,4.397979803330212
zh,sl,4.377088911351326
el,sl,4.307415557438767
mn,sl,4.27565847623756
hu,sl,4.166904172384078
da,sl,4.122878657890364
nl,sl,4.047608924812552
ca,sl,4.036269405194943
yi,sl,3.933329461376788
se,sl,3.9065746620350494
es,sl,3.866606893079346
vi,sl,3.864000298476041
sv,sl,3.637124588185867
km,sl,3.307339887057067
an,sl,3.053356073743665
gl,sl,3.0313603084374825
my,sl,2.8758777524634023
ta,sl,2.752230334476691
fi,sl,2.725412063212807
kn,sl,2.7118723879967424
tr,sl,2.694519633952586
rw,sl,2.635164492525808
xh,sl,2.572658928669745
eo,sl,2.4297029656297524
no,sl,2.252390149072562
eu,sl,2.2225096596411995
ar,sl,2.181381734396069
pa,sl,2.113478302134712
ku,sl,2.105112587848933
he,sl,1.7173737297392495
th,sl,1.646871441953871
ko,sl,1.5424182882657276
uz,sl,1.5276942260539796
hi,sl,1.436950913992388
bn,sl,1.4231140870960417
is,sl,1.293841677501595
mr,sl,1.280239642221937
hy,sl,1.2417907581007928
ja,sl,1.05615798464259
te,sl,0.922094876635541
si,sl,0.9174348854404792
ml,sl,0.9129388972661446
ps,sl,0.8986395454440022
tg,sl,0.7899485768491333
ka,sl,0.5845176056966332
fa,sl,0.503702431444075
ur,sl,0.3860877872466102
am,sl,0.3356987543878024
az,sl,0.3221241024842035
ha,sl,0.1214402402860357
ug,sl,0.1134271483285175
tt,sl,0.0795402365070487
gd,sr,43.78446761437194
sr,sr,29.84738178986741
bs,sr,28.963820179965275
hr,sr,28.776428666191368
mk,sr,20.740431918486912
sh,sr,18.584602034864965
ru,sr,16.279910685521962
bg,sr,15.922038742369068
uk,sr,13.468923650240145
sk,sr,12.32631226779555
cs,sr,11.993284468244076
sl,sr,11.877871813133012
el,sr,11.371582367328422
pl,sr,10.780527007828852
de,sr,10.44161599204737
ig,sr,10.128276526881876
tk,sr,9.56458671381108
nb,sr,9.461452170262582
li,sr,9.07298698163621
sq,sr,8.423030057387425
ro,sr,8.36051681412702
lv,sr,6.965315087001165
he,sr,6.684203138377305
zh,sr,6.522318976490217
mt,sr,6.4358527470882745
zu,sr,6.21063018833473
lt,sr,6.114005943227164
af,sr,5.993136359113019
be,sr,5.6013416950369175
nn,sr,5.491105773357002
da,sr,5.063524489811263
id,sr,5.016020549589981
ky,sr,4.965786974051203
cy,sr,4.9088934453784825
fr,sr,4.896271006884358
it,sr,4.866166546483091
hu,sr,4.803387963809223
fy,sr,4.639718947494769
nl,sr,4.629549328670878
ms,sr,4.394004656637539
pt,sr,4.235828832708392
ca,sr,4.170475652233516
sv,sr,4.021995864327532
mg,sr,3.86633755492021
vi,sr,3.851410341777127
br,sr,3.821645475307475
es,sr,3.659370378275999
kk,sr,3.6345986230408416
no,sr,3.615712365712256
et,sr,3.598959160091778
ga,sr,3.210595457168449
gl,sr,3.077672091123417
yo,sr,2.753288016921009
ml,sr,2.752448557621415
gu,sr,2.7510534258942294
tr,sr,2.740689704810392
fi,sr,2.6645983353140177
hy,sr,2.594835073056521
km,sr,2.486673143839217
te,sr,2.324550043772978
th,sr,2.2897428584913304
as,sr,2.274043053230134
eo,sr,2.272060986801542
bn,sr,2.206328595402684
wa,sr,2.190045697571233
si,sr,2.037054229197796
hi,sr,2.0218385596627857
an,sr,2.0097460570412395
ar,sr,1.9269164962831489
eu,sr,1.8305911462048376
oc,sr,1.732385565372094
rw,sr,1.730568341409041
ta,sr,1.7006795499779812
xh,sr,1.642266752010061
ne,sr,1.5036702639047053
is,sr,1.497505324668827
ko,sr,1.493713614876578
dz,sr,1.282033226797381
mr,sr,1.228355279271902
ku,sr,1.126994569405492
my,sr,1.1014916763735851
kn,sr,1.047506326015861
uz,sr,1.0191550834958982
se,sr,1.0189238973572892
mn,sr,1.008074923434444
or,sr,1.007654199206711
fa,sr,0.9383277713067448
ur,sr,0.8809288075928458
ja,sr,0.8578868883707316
ps,sr,0.7315255495417996
tg,sr,0.6311595933530073
pa,sr,0.5903881373798544
yi,sr,0.5099660840336719
am,sr,0.4444402060896218
az,sr,0.3753762254549282
ka,sr,0.228512661839114
ha,sr,0.1136063941820628
tt,sr,0.0787506294001845
ug,sr,0.0585706860982843
gd,sv,58.5233854061665
sv,sv,30.94352775625764
nb,sv,25.454671633817227
tk,sv,20.016977954494845
da,sv,19.220950583451007
no,sv,17.37301036537578
ig,sv,16.887145452483757
nn,sv,13.461756892683509
ky,sv,13.286931896163305
de,sv,13.02486824643537
zu,sv,12.267149297135807
yo,sv,11.372364508239844
fy,sv,9.851379173248612
et,sv,9.406855995581855
gu,sv,9.085728727265217
mt,sv,8.911748622363152
af,sv,8.415278775325149
as,sv,8.318313358388277
cy,sv,8.218517695032832
li,sv,8.171835814284538
cs,sv,8.1055453539931
ro,sv,8.077561019079186
kk,sv,8.041197163616358
dz,sv,7.960584111882193
ru,sv,7.087161848160108
oc,sv,6.883631590321648
or,sv,6.564461129375705
sh,sv,6.25104502550803
wa,sv,6.004441516622791
it,sv,5.986037619524468
fr,sv,5.943454154980433
lv,sv,5.846966017356396
be,sv,5.670473365508802
ne,sv,5.66660782620349
lt,sv,5.275086668057084
ga,sv,5.134427110479866
se,sv,5.02362799730595
mg,sv,5.005063471136436
sk,sv,4.97779374158885
zh,sv,4.960864169807743
sq,sv,4.90710211947837
br,sv,4.709077549507853
ms,sv,4.5847961896609615
id,sv,4.574383493374127
km,sv,4.573572855384587
pt,sv,4.565672743975036
nl,sv,4.531336566937975
vi,sv,4.498814293253304
ca,sv,4.251099670166753
es,sv,4.013000508736369
kn,sv,3.939812570278945
ps,sv,3.723076874813534
hu,sv,3.707275655304191
mn,sv,3.668802930232735
sl,sv,3.3824601875968745
el,sv,3.25291576233355
an,sv,3.221919124414549
pl,sv,2.9840566379224485
fi,sv,2.9647022462409773
he,sv,2.911224692559456
ta,sv,2.860781459044804
gl,sv,2.850724343652469
bg,sv,2.746534997806924
pa,sv,2.74125505602978
rw,sv,2.7366000122777043
xh,sv,2.666427432473504
tr,sv,2.625142336275602
hr,sv,2.601474817218289
ko,sv,2.5703729564665228
uk,sv,2.490702282218668
mk,sv,2.484227324390653
th,sv,2.35205413721046
is,sv,2.325833422431499
ar,sv,2.2991467058624213
eu,sv,2.29804085337488
te,sv,2.2690986893903298
ku,sv,2.22050808301754
bs,sv,2.149866223351483
my,sv,2.126148211191603
sr,sv,2.0099126786847723
eo,sv,1.8726111161637804
hi,sv,1.4645179692002293
yi,sv,1.3621285283815967
uz,sv,1.335426805273234
bn,sv,1.2661452453491684
mr,sv,1.227060596261748
ml,sv,1.211161740857852
fa,sv,1.014247797099424
si,sv,0.9974453740495962
hy,sv,0.8625402804586088
tg,sv,0.8366653774188484
ja,sv,0.7424085038943423
ur,sv,0.4772245925456809
am,sv,0.2837061689328472
az,sv,0.2326376472574535
ka,sv,0.1501921703189607
ha,sv,0.1458215803664998
ug,sv,0.1144550540943428
tt,sv,0.0773364311819032
gd,th,31.57474835044934
th,th,21.5831482370646
tk,th,15.954636866760994
ru,th,10.276389190978389
id,th,10.214849047540172
de,th,10.01062610217178
ms,th,9.89427527798568
ig,th,9.686793533000971
zu,th,9.602675595137466
nb,th,8.753218032405137
km,th,8.599806486029529
yo,th,8.49057433747505
he,th,8.266142375612626
fy,th,8.242875679817136
gu,th,8.205611206308896
ky,th,8.172837727843918
ro,th,7.854376054961307
el,th,7.664880320494376
af,th,7.461488319050987
be,th,6.95913557635531
li,th,6.781477395450582
nn,th,6.61780916381669
uk,th,6.420251309267155
kk,th,6.203550226203332
et,th,6.183667164035906
cy,th,6.1627157141687645
bg,th,6.1086015607947095
cs,th,6.080214798018873
zh,th,6.059170457762205
mt,th,5.737424001318903
ar,th,5.542614100611653
se,th,5.530455951634942
vi,th,5.285276767749145
sq,th,5.129500947341549
mk,th,4.932486331148562
da,th,4.918380936429472
te,th,4.7381385839955
as,th,4.705780166483521
it,th,4.598466127612324
nl,th,4.571033813713426
lv,th,4.559617691337037
fr,th,4.54069794437722
ne,th,4.510122451252149
kn,th,4.326085718508624
br,th,4.136006615364024
oc,th,4.070663851180624
pt,th,4.059229688617109
ta,th,4.051560785283701
ja,th,4.0378012717886165
ko,th,3.930626529960175
sh,th,3.9247824819084594
sk,th,3.8789900213540425
sv,th,3.848758284768971
es,th,3.7543659096809305
wa,th,3.746448345587576
lt,th,3.6627319417789934
pa,th,3.605449338238513
ca,th,3.5642874892621275
mg,th,3.369406978206868
ml,th,3.2947318293388537
my,th,3.2570372566671257
pl,th,3.146335457560624
hu,th,3.054641792812017
yi,th,3.029511680350463
hi,th,3.0081743581137927
gl,th,2.9743693194973004
no,th,2.9515044102268786
si,th,2.94092678541501
ga,th,2.8363807863218824
tr,th,2.7557685277852846
hy,th,2.623821215231472
an,th,2.5938167353901576
fi,th,2.3912158030349
hr,th,2.381962126044052
mn,th,2.3061799528976707
sl,th,2.258852639571269
ps,th,2.245240113014442
mr,th,2.2106790484843333
or,th,2.203902483224176
fa,th,2.1404849741656125
bs,th,2.1152933037293526
bn,th,2.021627301696977
eu,th,1.9285742007357456
sr,th,1.889605249995802
eo,th,1.756196089390823
ku,th,1.4109062628974822
rw,th,1.4031950848258314
is,th,1.1923659408298044
ur,th,1.1626921053369956
uz,th,1.102763935863572
xh,th,1.0815612467173488
dz,th,1.0609754363220358
tg,th,0.8325543013078934
am,th,0.7744248303384232
az,th,0.6221117794428302
ka,th,0.3634136195714214
tt,th,0.217703889187557
ug,th,0.1219557402324922
ha,th,0.1148045976326949
