task_lang,transfer_lang,accuracy,f1_score,transfer_language
ntu,jpn,0.1727272727272727,0.0498687664041994,results
otq,jpn,0.1711711711711711,0.0487179487179487,results
qul,jpn,0.2072072072072072,0.1100877192982456,results
djr,jpn,0.1559633027522936,0.0449735449735449,results
rus,jpn,0.7117117117117117,0.6962010384789035,results
rwo,jpn,0.1559633027522936,0.0449735449735449,results
nsn,jpn,0.1801801801801801,0.070259967504062,results
spl,jpn,0.1844660194174757,0.0519125683060109,results
cwe,jpn,0.1891891891891892,0.0734233087174263,results
mxp,jpn,0.1711711711711711,0.0487179487179487,results
twi,jpn,0.1711711711711711,0.0587383473617521,results
msm,jpn,0.1801801801801801,0.0618248456790123,results
lbk,jpn,0.1711711711711711,0.0683229813664596,results
sbk,jpn,0.1531531531531531,0.0480225988700565,results
sab,jpn,0.1651376146788991,0.0472440944881889,results
shp,jpn,0.1711711711711711,0.0494791666666666,results
kan,jpn,0.7027027027027027,0.6528163407473753,results
nya,jpn,0.1801801801801801,0.0694766095414543,results
cbu,jpn,0.1481481481481481,0.043360433604336,results
lat,jpn,0.6306306306306306,0.6133753174013877,results
otn,jpn,0.1711711711711711,0.0490956072351421,results
mlh,jpn,0.1711711711711711,0.0487179487179487,results
tav,jpn,0.1711711711711711,0.0487179487179487,results
zar,jpn,0.1621621621621621,0.0465116279069767,results
ces,jpn,0.6576576576576577,0.6494358551501408,results
atb,jpn,0.1801801801801801,0.0679976851851851,results
dik,jpn,0.1711711711711711,0.0487179487179487,results
nko,jpn,0.1711711711711711,0.0487179487179487,results
ots,jpn,0.1711711711711711,0.0487179487179487,results
uvh,jpn,0.1743119266055046,0.0494791666666666,results
ycn,jpn,0.1711711711711711,0.0487179487179487,results
qvw,jpn,0.1636363636363636,0.0472440944881889,results
mco,jpn,0.1801801801801801,0.069505376344086,results
gvf,jpn,0.1711711711711711,0.0490956072351421,results
pib,jpn,0.1621621621621621,0.046875,results
zad,jpn,0.1711711711711711,0.0487179487179487,results
bps,jpn,0.1801801801801801,0.0602067183462532,results
nin,jpn,0.1711711711711711,0.0490956072351421,results
yml,jpn,0.1682242990654205,0.0588909735251198,results
mle,jpn,0.1818181818181818,0.0622996794871794,results
poy,jpn,0.1711711711711711,0.0591488563929508,results
poh,jpn,0.1711711711711711,0.0487179487179487,results
eus,jpn,0.3063063063063063,0.222173370994909,results
guj,jpn,0.6846846846846847,0.6653374628984384,results
tim,jpn,0.1727272727272727,0.0490956072351421,results
atg,jpn,0.1801801801801801,0.0602067183462532,results
nlg,jpn,0.1891891891891892,0.0794117647058823,results
nca,jpn,0.1711711711711711,0.0487179487179487,results
aak,jpn,0.1711711711711711,0.0487179487179487,results
cbk,jpn,0.5225225225225225,0.4472810603245385,results
mxq,jpn,0.1711711711711711,0.0487179487179487,results
srn,jpn,0.1711711711711711,0.0494791666666666,results
usa,jpn,0.1651376146788991,0.0472440944881889,results
mlp,jpn,0.1636363636363636,0.0714603663756206,results
lex,jpn,0.1727272727272727,0.0490956072351421,results
npl,jpn,0.1891891891891892,0.0825136612021858,results
kze,jpn,0.1711711711711711,0.0487179487179487,results
cav,jpn,0.1711711711711711,0.0494791666666666,results
qwh,jpn,0.1711711711711711,0.0490956072351421,results
kbm,jpn,0.1801801801801801,0.0674126260533222,results
mpm,jpn,0.1711711711711711,0.0494791666666666,results
vid,jpn,0.1711711711711711,0.0498687664041994,results
swe,jpn,0.6576576576576577,0.6589697057684862,results
amf,jpn,0.1621621621621621,0.046875,results
kwf,jpn,0.2342342342342342,0.118845968463816,results
nhg,jpn,0.1801801801801801,0.0689825080068982,results
ztq,jpn,0.2072072072072072,0.1287250384024577,results
bkq,jpn,0.1801801801801801,0.0626813253931898,results
bwo,jpn,0.1621621621621621,0.0560860215053763,results
kdl,jpn,0.1727272727272727,0.0498687664041994,results
obo,jpn,0.1711711711711711,0.0490956072351421,results
pao,jpn,0.1442307692307692,0.0427350427350427,results
apn,jpn,0.1619047619047619,0.0464480874316939,results
bsj,jpn,0.1619047619047619,0.0464480874316939,results
yrb,jpn,0.1792452830188679,0.0627658470795725,results
qve,jpn,0.1801801801801801,0.0679976851851851,results
kbq,jpn,0.1711711711711711,0.0494791666666666,results
ken,jpn,0.1621621621621621,0.0465116279069767,results
kto,jpn,0.1636363636363636,0.046875,results
zty,jpn,0.2072072072072072,0.0908730158730158,results
nhw,jpn,0.1711711711711711,0.0490956072351421,results
swh,jpn,0.6126126126126126,0.5630016247748806,results
wrs,jpn,0.1621621621621621,0.0465116279069767,results
ceg,jpn,0.1711711711711711,0.0487179487179487,results
hrv,jpn,0.7387387387387387,0.7261581172401782,results
tdt,jpn,0.1801801801801801,0.0689825080068982,results
ons,jpn,0.1711711711711711,0.0487179487179487,results
apr,jpn,0.1711711711711711,0.0490956072351421,results
apz,jpn,0.1711711711711711,0.0487179487179487,results
qvc,jpn,0.1636363636363636,0.0472440944881889,results
yal,jpn,0.1801801801801801,0.068703450372397,results
cek,jpn,0.1711711711711711,0.0494791666666666,results
tbo,jpn,0.1711711711711711,0.0602918586789554,results
zpv,jpn,0.1711711711711711,0.0494791666666666,results
ncu,jpn,0.1727272727272727,0.0490956072351421,results
ssd,jpn,0.1711711711711711,0.0487179487179487,results
nho,jpn,0.1891891891891892,0.0785920925747348,results
kpr,jpn,0.1711711711711711,0.0487179487179487,results
lzh,jpn,0.5225225225225225,0.544244683751418,results
mar,jpn,0.6576576576576577,0.6209752511639303,results
pab,jpn,0.1621621621621621,0.0479999999999999,results
bfz,jpn,0.3693693693693693,0.336949806949807,results
omw,jpn,0.1636363636363636,0.046875,results
huu,jpn,0.1727272727272727,0.0490956072351421,results
tbf,jpn,0.1711711711711711,0.0487179487179487,results
bhd,jpn,0.2882882882882883,0.2302910052910053,results
bht,jpn,0.4495412844036697,0.4158163119904616,results
cjo,jpn,0.1559633027522936,0.0449735449735449,results
byr,jpn,0.1711711711711711,0.0487179487179487,results
zpl,jpn,0.2072072072072072,0.094017094017094,results
gdr,jpn,0.1711711711711711,0.0487179487179487,results
msy,jpn,0.2,0.0833333333333333,results
nno,jpn,0.4594594594594595,0.3896428089672394,results
ory,jpn,0.5765765765765766,0.5065329848348716,results
pio,jpn,0.1981981981981982,0.0876820149547422,results
taj,jpn,0.1981981981981982,0.087297197640118,results
hto,jpn,0.1711711711711711,0.0487179487179487,results
hlt,jpn,0.1801801801801801,0.0614412862474878,results
hch,jpn,0.1531531531531531,0.046070460704607,results
usp,jpn,0.1711711711711711,0.0494791666666666,results
ptu,jpn,0.1621621621621621,0.056084656084656,results
sey,jpn,0.1711711711711711,0.0487179487179487,results
nnq,jpn,0.1891891891891892,0.074074074074074,results
crn,jpn,0.1727272727272727,0.0490956072351421,results
tet,jpn,0.1759259259259259,0.0607327757865392,results
kde,jpn,0.2072072072072072,0.0961333720480062,results
dif,jpn,0.1711711711711711,0.0487179487179487,results
yap,jpn,0.1531531531531531,0.0446194225721784,results
met,jpn,0.1711711711711711,0.0487179487179487,results
ukr,jpn,0.6666666666666666,0.6510856384994316,results
esk,jpn,0.1636363636363636,0.0472440944881889,results
kew,jpn,0.1801801801801801,0.068703450372397,results
are,jpn,0.1711711711711711,0.0487179487179487,results
mti,jpn,0.1801801801801801,0.0702222222222222,results
yss,jpn,0.1711711711711711,0.0519125683060109,results
tgp,jpn,0.1801801801801801,0.0621693121693121,results
qvn,jpn,0.1711711711711711,0.0498687664041994,results
alp,jpn,0.1891891891891892,0.1108518518518518,results
hot,jpn,0.1743119266055046,0.0494791666666666,results
cbv,jpn,0.1727272727272727,0.0490956072351421,results
nop,jpn,0.1711711711711711,0.0487179487179487,results
tgl,jpn,0.5495495495495496,0.5644127512850611,results
tar,jpn,0.1711711711711711,0.0490956072351421,results
gnw,jpn,0.1711711711711711,0.0490956072351421,results
nwi,jpn,0.1711711711711711,0.0487179487179487,results
wiv,jpn,0.1711711711711711,0.0487179487179487,results
yao,jpn,0.1711711711711711,0.0487179487179487,results
sja,jpn,0.1711711711711711,0.0487179487179487,results
spy,jpn,0.1711711711711711,0.0487179487179487,results
gym,jpn,0.1711711711711711,0.0487179487179487,results
nlx,jpn,0.2072072072072072,0.1031374867852855,results
bbr,jpn,0.1711711711711711,0.0487179487179487,results
qvs,jpn,0.1801801801801801,0.0617735283089613,results
arl,jpn,0.1711711711711711,0.0487179487179487,results
kos,jpn,0.1711711711711711,0.0591133004926108,results
bjv,jpn,0.1711711711711711,0.0487179487179487,results
enm,jpn,0.5495495495495496,0.5567993366500829,results
dov,jpn,0.1801801801801801,0.0622144454165451,results
tac,jpn,0.1711711711711711,0.0487179487179487,results
gfk,jpn,0.1711711711711711,0.0672990063233965,results
azz,jpn,0.1621621621621621,0.0561714708056171,results
hix,jpn,0.1636363636363636,0.0472440944881889,results
kgk,jpn,0.1574074074074074,0.0453333333333333,results
bch,jpn,0.1891891891891892,0.0877865160986758,results
emp,jpn,0.1711711711711711,0.0490956072351421,results
iws,jpn,0.1711711711711711,0.0487179487179487,results
mpt,jpn,0.1818181818181818,0.0821138211382113,results
sxb,jpn,0.1801801801801801,0.0784722222222222,results
mks,jpn,0.1711711711711711,0.0487179487179487,results
btt,jpn,0.1801801801801801,0.0606214545762424,results
zos,jpn,0.1711711711711711,0.0498687664041994,results
gaw,jpn,0.1621621621621621,0.046875,results
sus,jpn,0.1621621621621621,0.0465116279069767,results
pwg,jpn,0.1801801801801801,0.0696138211382113,results
poe,jpn,0.1801801801801801,0.0613839285714285,results
caf,jpn,0.1801801801801801,0.0621609195402298,results
lac,jpn,0.1711711711711711,0.0487179487179487,results
kmk,jpn,0.1711711711711711,0.0498687664041994,results
msk,jpn,0.1891891891891892,0.0854700854700854,results
zpo,jpn,0.2252252252252252,0.1147418852008069,results
mal,jpn,0.6126126126126126,0.5978919033211741,results
kyf,jpn,0.1711711711711711,0.0487179487179487,results
yad,jpn,0.1698113207547169,0.0483870967741935,results
reg,jpn,0.1926605504587156,0.0906973300528521,results
box,jpn,0.1711711711711711,0.0487179487179487,results
anv,jpn,0.1711711711711711,0.0487179487179487,results
mir,jpn,0.1743119266055046,0.0494791666666666,results
gof,jpn,0.1711711711711711,0.0494791666666666,results
kik,jpn,0.1711711711711711,0.0490956072351421,results
kyc,jpn,0.1711711711711711,0.0490956072351421,results
ngp,jpn,0.2072072072072072,0.0928177882723337,results
boj,jpn,0.1621621621621621,0.0465116279069767,results
cuc,jpn,0.1711711711711711,0.0487179487179487,results
ckb,jpn,0.1711711711711711,0.0885416666666666,results
qvm,jpn,0.1682242990654205,0.0479999999999999,results
wos,jpn,0.1621621621621621,0.046875,results
mps,jpn,0.1711711711711711,0.0487179487179487,results
fai,jpn,0.1711711711711711,0.0490956072351421,results
car,jpn,0.1711711711711711,0.0487179487179487,results
chq,jpn,0.1801801801801801,0.0613630192777627,results
cap,jpn,0.1621621621621621,0.0472440944881889,results
jiv,jpn,0.1818181818181818,0.0617735283089613,results
nvm,jpn,0.1698113207547169,0.0483870967741935,results
cui,jpn,0.1711711711711711,0.0494791666666666,results
mto,jpn,0.1711711711711711,0.0487179487179487,results
ter,jpn,0.1711711711711711,0.0490956072351421,results
nhu,jpn,0.1711711711711711,0.0487179487179487,results
cjv,jpn,0.1711711711711711,0.0490956072351421,results
agg,jpn,0.1711711711711711,0.0487179487179487,results
agm,jpn,0.1711711711711711,0.0487179487179487,results
maq,jpn,0.1711711711711711,0.0487179487179487,results
aon,jpn,0.1711711711711711,0.0487179487179487,results
nlc,jpn,0.1743119266055046,0.0498687664041994,results
apw,jpn,0.1711711711711711,0.0490956072351421,results
kmu,jpn,0.1818181818181818,0.0698723934018051,results
cso,jpn,0.1711711711711711,0.0487179487179487,results
sna,jpn,0.1801801801801801,0.0617735283089613,results
sqi,jpn,0.5225225225225225,0.4645896351096413,results
hub,jpn,0.1636363636363636,0.046875,results
toc,jpn,0.1621621621621621,0.046875,results
eng,jpn,0.7297297297297297,0.7478432766762286,results
chd,jpn,0.1891891891891892,0.0724867724867724,results
bef,jpn,0.1727272727272727,0.0494791666666666,results
ffm,jpn,0.1711711711711711,0.0657626130067075,results
guh,jpn,0.1727272727272727,0.0595897735005346,results
sue,jpn,0.1711711711711711,0.0494791666666666,results
snn,jpn,0.1801801801801801,0.0602067183462532,results
mbt,jpn,0.1891891891891892,0.0805877206525654,results
kyz,jpn,0.1666666666666666,0.0476190476190476,results
gul,jpn,0.4054054054054054,0.3284961631332094,results
rop,jpn,0.1801801801801801,0.0614412862474878,results
aaz,jpn,0.1666666666666666,0.0479999999999999,results
acf,jpn,0.1711711711711711,0.0487179487179487,results
pri,jpn,0.1727272727272727,0.0490956072351421,results
cme,jpn,0.1711711711711711,0.0487179487179487,results
hin,jpn,0.6126126126126126,0.59148779306597,results
ngu,jpn,0.1711711711711711,0.0595238095238095,results
xed,jpn,0.1711711711711711,0.0490956072351421,results
yaq,jpn,0.1711711711711711,0.0490956072351421,results
snp,jpn,0.1711711711711711,0.0490956072351421,results
ake,jpn,0.1711711711711711,0.0487179487179487,results
mcf,jpn,0.1727272727272727,0.0490956072351421,results
wim,jpn,0.2018348623853211,0.0873180873180873,results
rro,jpn,0.1801801801801801,0.0613839285714285,results
jid,jpn,0.1711711711711711,0.0742313802448369,results
tgj,jpn,0.1711711711711711,0.0487179487179487,results
mio,jpn,0.1621621621621621,0.046875,results
eri,jpn,0.1711711711711711,0.0487179487179487,results
tee,jpn,0.1801801801801801,0.0743383883437407,results
zav,jpn,0.1636363636363636,0.046875,results
zsm,jpn,0.5585585585585585,0.499827212172069,results
som,jpn,0.3783783783783784,0.367989417989418,results
bzd,jpn,0.1727272727272727,0.0490956072351421,results
nas,jpn,0.1711711711711711,0.0487179487179487,results
huv,jpn,0.1711711711711711,0.0591133004926108,results
aln,jpn,0.4774774774774775,0.431337136215185,results
enq,jpn,0.1711711711711711,0.0595238095238095,results
bgs,jpn,0.1801801801801801,0.0605902777777777,results
mmx,jpn,0.1711711711711711,0.0487179487179487,results
srp,jpn,0.7027027027027027,0.704723910840932,results
cya,jpn,0.1711711711711711,0.0591111111111111,results
toj,jpn,0.1801801801801801,0.0774252092968795,results
con,jpn,0.1801801801801801,0.067808409913673,results
ntj,jpn,0.1727272727272727,0.0490956072351421,results
mcp,jpn,0.1711711711711711,0.0487179487179487,results
gvs,jpn,0.1727272727272727,0.0490956072351421,results
nog,jpn,0.2727272727272727,0.1902457407068854,results
ttc,jpn,0.1531531531531531,0.0449735449735449,results
ppo,jpn,0.1651376146788991,0.0479999999999999,results
arb,jpn,0.6126126126126126,0.5780632411067194,results
zaa,jpn,0.2342342342342342,0.1295489682059555,results
waj,jpn,0.1711711711711711,0.0490956072351421,results
rkb,jpn,0.1531531531531531,0.0446194225721784,results
amm,jpn,0.1711711711711711,0.0490956072351421,results
bvd,jpn,0.2072072072072072,0.0941919191919192,results
jae,jpn,0.1650485436893204,0.0472222222222222,results
dad,jpn,0.1711711711711711,0.0490956072351421,results
txu,jpn,0.1636363636363636,0.046875,results
cbc,jpn,0.1711711711711711,0.0487179487179487,results
yuw,jpn,0.1711711711711711,0.0487179487179487,results
otm,jpn,0.1711711711711711,0.0487179487179487,results
alq,jpn,0.1711711711711711,0.0487179487179487,results
avt,jpn,0.1621621621621621,0.0465116279069767,results
pah,jpn,0.1909090909090909,0.0893528587308491,results
qvh,jpn,0.1682242990654205,0.0483870967741935,results
urd,jpn,0.6756756756756757,0.6607715366848494,results
sim,jpn,0.1711711711711711,0.0487179487179487,results
abt,jpn,0.1636363636363636,0.046875,results
mox,jpn,0.1801801801801801,0.0673333333333333,results
cnl,jpn,0.1711711711711711,0.0490956072351421,results
agd,jpn,0.1801801801801801,0.0603655603655603,results
haw,jpn,0.1801801801801801,0.0618248456790123,results
tpt,jpn,0.1801801801801801,0.075,results
taw,jpn,0.1711711711711711,0.0487179487179487,results
tku,jpn,0.1891891891891892,0.0732886904761904,results
gaz,jpn,0.2702702702702703,0.2510904632855852,results
ita,jpn,0.6756756756756757,0.6571655328798185,results
cbi,jpn,0.1891891891891892,0.0725806451612903,results
cpa,jpn,0.1711711711711711,0.0487179487179487,results
uig,jpn,0.2636363636363636,0.2194212906305996,results
bba,jpn,0.1711711711711711,0.0487179487179487,results
aai,jpn,0.1981981981981982,0.0980656770130454,results
zac,jpn,0.1891891891891892,0.0728572721513259,results
azb,jpn,0.6936936936936937,0.6432869643395959,results
ino,jpn,0.1743119266055046,0.0502645502645502,results
cym,jpn,0.3603603603603603,0.2925111925111925,results
bss,jpn,0.1711711711711711,0.0487179487179487,results
poi,jpn,0.1981981981981982,0.0905172413793103,results
abx,jpn,0.2522522522522522,0.1572089947089947,results
acu,jpn,0.1727272727272727,0.0490956072351421,results
ilo,jpn,0.1891891891891892,0.120047361049683,results
mib,jpn,0.1891891891891892,0.0826164874551971,results
kud,jpn,0.1636363636363636,0.057193177604746,results
agt,jpn,0.1666666666666666,0.0476190476190476,results
hla,jpn,0.1545454545454545,0.0453333333333333,results
tue,jpn,0.1711711711711711,0.0487179487179487,results
xtm,jpn,0.1621621621621621,0.0568783068783068,results
zat,jpn,0.1981981981981982,0.0834967320261437,results
mgh,jpn,0.1711711711711711,0.06795346377578,results
nhr,jpn,0.1711711711711711,0.0490956072351421,results
lid,jpn,0.1711711711711711,0.0487179487179487,results
zas,jpn,0.1711711711711711,0.0490956072351421,results
kmg,jpn,0.1651376146788991,0.0476190476190476,results
nag,jpn,0.1981981981981982,0.0928743961352657,results
clu,jpn,0.2612612612612612,0.1923271349844723,results
ixl,jpn,0.1711711711711711,0.0490956072351421,results
wnc,jpn,0.1801801801801801,0.0617588031381134,results
uli,jpn,0.1891891891891892,0.0721720430107526,results
cac,jpn,0.1711711711711711,0.0726926010678871,results
jvn,jpn,0.5272727272727272,0.4327309727309727,results
tbc,jpn,0.1531531531531531,0.0442708333333333,results
ksr,jpn,0.1711711711711711,0.0487179487179487,results
kpg,jpn,0.1891891891891892,0.0873866751001475,results
spp,jpn,0.1727272727272727,0.0490956072351421,results
zpc,jpn,0.1801801801801801,0.0614412862474878,results
for,jpn,0.1621621621621621,0.0553721107442214,results
pes,jpn,0.6756756756756757,0.6618815976219629,results
bjz,jpn,0.1926605504587156,0.0740637745643307,results
opm,jpn,0.1711711711711711,0.0494791666666666,results
caa,jpn,0.1621621621621621,0.0491803278688524,results
ndj,jpn,0.1801801801801801,0.068703450372397,results
zpq,jpn,0.1801801801801801,0.0618248456790123,results
bod,jpn,0.2342342342342342,0.1112926652142338,results
roo,jpn,0.1711711711711711,0.0487179487179487,results
ong,jpn,0.1727272727272727,0.0494791666666666,results
viv,jpn,0.1727272727272727,0.051490514905149,results
tbg,jpn,0.1727272727272727,0.0646535036778939,results
uvl,jpn,0.1711711711711711,0.0487179487179487,results
lif,jpn,0.1801801801801801,0.0602067183462532,results
ziw,jpn,0.1891891891891892,0.0802015658837248,results
ikk,jpn,0.1801801801801801,0.0602067183462532,results
dwr,jpn,0.1621621621621621,0.0476190476190476,results
ssx,jpn,0.1711711711711711,0.0487179487179487,results
bao,jpn,0.1711711711711711,0.0487179487179487,results
zap,jpn,0.1711711711711711,0.0591111111111111,results
knf,jpn,0.1801801801801801,0.0602067183462532,results
not,jpn,0.1711711711711711,0.0502645502645502,results
ote,jpn,0.1711711711711711,0.0487179487179487,results
aii,jpn,0.1711711711711711,0.0487179487179487,results
bzj,jpn,0.2162162162162162,0.1143556178899797,results
auc,jpn,0.1711711711711711,0.0487179487179487,results
zai,jpn,0.2342342342342342,0.1343364197530864,results
byx,jpn,0.1834862385321101,0.0626892792247123,results
guo,jpn,0.2,0.0936247723132969,results
urt,jpn,0.1711711711711711,0.0487179487179487,results
zsr,jpn,0.1711711711711711,0.0490956072351421,results
mkn,jpn,0.4166666666666667,0.3536035291533968,results
att,jpn,0.1711711711711711,0.0487179487179487,results
piu,jpn,0.1666666666666666,0.0476190476190476,results
sby,jpn,0.1891891891891892,0.0707020997375328,results
tnn,jpn,0.1711711711711711,0.0494791666666666,results
tuc,jpn,0.1711711711711711,0.0487179487179487,results
yby,jpn,0.1727272727272727,0.0490956072351421,results
nde,jpn,0.3243243243243243,0.2341401342863331,results
ctp,jpn,0.1727272727272727,0.0490956072351421,results
dan,jpn,0.5495495495495496,0.5720062948323817,results
qxo,jpn,0.1886792452830188,0.0734567901234567,results
geb,nld,0.1363636363636363,0.0841231684981684,results
hto,nld,0.2432432432432432,0.1604949104949105,results
mie,nld,0.1981981981981982,0.1330253428596382,results
bkq,nld,0.1801801801801801,0.1472915397763604,results
cap,nld,0.1621621621621621,0.0641720430107526,results
uvl,nld,0.1801801801801801,0.0897943784191662,results
nfa,nld,0.1834862385321101,0.1073717948717948,results
tca,nld,0.1621621621621621,0.0628359451888863,results
lzh,nld,0.5855855855855856,0.5876880120782559,results
nhy,nld,0.1531531531531531,0.1065617599877778,results
alq,nld,0.1801801801801801,0.0885233059146102,results
qvm,nld,0.1962616822429906,0.1387608806963645,results
qvn,nld,0.1531531531531531,0.067941063174114,results
kos,nld,0.1531531531531531,0.1150643388465618,results
kvg,nld,0.1711711711711711,0.1066806981491148,results
tte,nld,0.1666666666666666,0.0788177339901477,results
djr,nld,0.1559633027522936,0.0611111111111111,results
hix,nld,0.1454545454545454,0.0528360528360528,results
sgb,nld,0.2432432432432432,0.1979880419209073,results
dah,nld,0.1818181818181818,0.0927142958094834,results
crn,nld,0.1818181818181818,0.0970265910102358,results
srq,nld,0.1981981981981982,0.1714288190832813,results
yon,nld,0.1621621621621621,0.1304345378813464,results
ckb,nld,0.2522522522522522,0.1648589669417293,results
csy,nld,0.1891891891891892,0.1106981929669717,results
pao,nld,0.1634615384615384,0.1088235294117647,results
cot,nld,0.1621621621621621,0.0813624045331362,results
qwh,nld,0.2342342342342342,0.179685746352413,results
srm,nld,0.1818181818181818,0.1134536878397529,results
yka,nld,0.2522522522522522,0.1808092433092433,results
qvs,nld,0.1351351351351351,0.0654589371980676,results
txu,nld,0.1454545454545454,0.043010752688172,results
sus,nld,0.1441441441441441,0.0873210123210123,results
cbk,nld,0.5585585585585585,0.4963961960435463,results
tos,nld,0.2252252252252252,0.1425595238095238,results
zad,nld,0.1531531531531531,0.0581622678396872,results
ndg,nld,0.3963963963963964,0.3163055283036388,results
kbh,nld,0.2342342342342342,0.1550886940833825,results
mio,nld,0.1711711711711711,0.0722222222222222,results
cbu,nld,0.1851851851851851,0.103127878569426,results
ixl,nld,0.2432432432432432,0.1809255398306234,results
grc,nld,0.3963963963963964,0.3290846468557775,results
arn,nld,0.1621621621621621,0.0694113549285963,results
omw,nld,0.1727272727272727,0.0899526198439241,results
zam,nld,0.1801801801801801,0.097237282009578,results
kup,nld,0.1296296296296296,0.0519005847953216,results
zpz,nld,0.1351351351351351,0.0403225806451612,results
apr,nld,0.1441441441441441,0.0771012881104624,results
nch,nld,0.1891891891891892,0.1072110895640307,results
agg,nld,0.1351351351351351,0.048076923076923,results
aia,nld,0.1891891891891892,0.1031461569095977,results
ake,nld,0.2432432432432432,0.1467038507594378,results
bjr,nld,0.1869158878504672,0.1001169590643275,results
dao,nld,0.1621621621621621,0.0773071625344352,results
dww,nld,0.2072072072072072,0.1338198158051099,results
mlp,nld,0.1545454545454545,0.073292042042042,results
tbz,nld,0.1441441441441441,0.0520947176684881,results
tgo,nld,0.1801801801801801,0.0954229199010982,results
ino,nld,0.1376146788990825,0.0582285401858939,results
nwi,nld,0.1351351351351351,0.0747238466536712,results
for,nld,0.1621621621621621,0.0765306122448979,results
yby,nld,0.1727272727272727,0.0983645983645983,results
lbb,nld,0.1531531531531531,0.1007682249101013,results
tnp,nld,0.1531531531531531,0.0711399711399711,results
guh,nld,0.2181818181818181,0.1384912554669279,results
huv,nld,0.1801801801801801,0.1228066776453873,results
khs,nld,0.2252252252252252,0.1481804103755323,results
spp,nld,0.2545454545454545,0.1552878883512168,results
bjz,nld,0.2201834862385321,0.1517101191014234,results
ubr,nld,0.1981981981981982,0.1298391854600818,results
gyr,nld,0.2454545454545454,0.1668475900998697,results
chf,nld,0.2522522522522522,0.1624779541446208,results
sby,nld,0.2432432432432432,0.152204027111265,results
wer,nld,0.1981981981981982,0.1284408939014202,results
zao,nld,0.1621621621621621,0.0912698412698412,results
abt,nld,0.1454545454545454,0.0552112029384756,results
nld,nld,0.6846846846846847,0.6441482079779951,results
ubu,nld,0.1891891891891892,0.0957025148391127,results
tlf,nld,0.1636363636363636,0.1058032464355188,results
gdr,nld,0.1531531531531531,0.0991523301530062,results
emi,nld,0.2252252252252252,0.1660624023527249,results
ptp,nld,0.1891891891891892,0.101010101010101,results
chd,nld,0.2522522522522522,0.1952380952380952,results
caa,nld,0.2072072072072072,0.1581354129741226,results
are,nld,0.2342342342342342,0.1540391884181999,results
qxn,nld,0.2252252252252252,0.1610093685130558,results
bmh,nld,0.1711711711711711,0.0953666481463324,results
ghs,nld,0.1634615384615384,0.0921653685628841,results
kjs,nld,0.1711711711711711,0.0969132290184921,results
nii,nld,0.1388888888888889,0.0716347415376541,results
cav,nld,0.1531531531531531,0.0914107699154428,results
zaa,nld,0.2702702702702703,0.212658339197748,results
pes,nld,0.7027027027027027,0.686863477093362,results
swp,nld,0.2432432432432432,0.1691551736662412,results
cth,nld,0.1531531531531531,0.0810751638337845,results
yaa,nld,0.1818181818181818,0.1017543859649122,results
byx,nld,0.1651376146788991,0.0758231667322576,results
pan,nld,0.6306306306306306,0.6311387642984694,results
enq,nld,0.1621621621621621,0.0959609034321677,results
ppo,nld,0.2201834862385321,0.1384043927648578,results
tke,nld,0.2072072072072072,0.1285696197600124,results
tvt,nld,0.1531531531531531,0.0699691138037538,results
ese,nld,0.1711711711711711,0.0878577441077441,results
guj,nld,0.6666666666666666,0.6394660894660894,results
yao,nld,0.2432432432432432,0.168022030651341,results
gvf,nld,0.1711711711711711,0.1099039615846338,results
lbm,nld,0.6396396396396397,0.5689830472454431,results
tof,nld,0.1752577319587628,0.0830938697318007,results
mcr,nld,0.1801801801801801,0.0940251572327044,results
mit,nld,0.1531531531531531,0.0672265173731449,results
sab,nld,0.1743119266055046,0.0894009216589861,results
ape,nld,0.1621621621621621,0.0809056956115779,results
cnt,nld,0.1711711711711711,0.1009826197879295,results
mya,nld,0.5135135135135135,0.4306626816716301,results
gwi,nld,0.1727272727272727,0.1161546404060121,results
dan,nld,0.6306306306306306,0.6221350138422852,results
dif,nld,0.2072072072072072,0.1238949938949939,results
xnj,nld,0.2702702702702703,0.1876497648611591,results
yml,nld,0.1869158878504672,0.1134797297297297,results
tmd,nld,0.1818181818181818,0.0971811134601832,results
kto,nld,0.1636363636363636,0.0772765246449457,results
fuh,nld,0.1621621621621621,0.0822285443338075,results
bba,nld,0.1621621621621621,0.0803167420814479,results
aby,nld,0.2095238095238095,0.118818620992534,results
wsk,nld,0.2522522522522522,0.175910079998727,results
ura,nld,0.1441441441441441,0.0646125116713352,results
tuo,nld,0.1531531531531531,0.0728377746610565,results
toj,nld,0.1801801801801801,0.1162660505332919,results
hui,nld,0.1531531531531531,0.087037037037037,results
mil,nld,0.1621621621621621,0.0641720430107526,results
chz,nld,0.1801801801801801,0.0959595959595959,results
kmk,nld,0.1801801801801801,0.1177598473017525,results
haw,nld,0.1621621621621621,0.0988549768423982,results
coe,nld,0.1711711711711711,0.0928240241965732,results
nhi,nld,0.1531531531531531,0.0683040935672514,results
cub,nld,0.1441441441441441,0.0639070442992011,results
kdl,nld,0.2181818181818181,0.1306372549019608,results
bzd,nld,0.1454545454545454,0.0701449275362318,results
qve,nld,0.1891891891891892,0.1300879474792518,results
xtd,nld,0.1891891891891892,0.1033926559340608,results
bki,nld,0.1441441441441441,0.0426666666666666,results
lif,nld,0.1711711711711711,0.0795236292775932,results
acu,nld,0.2,0.1475204662767857,results
